Lead_ID,Lead_Source,Lead_Creation_Date,Region,Segment,Lead_Status,Campaign_Type,Converted_to_Opportunity,Time_to_Conversion (days)
3799,Inbound,2024-08-24,NA,Commercial,Working,,No,
3800,Outbound,2024-02-23,EMEA,Commercial,New,,No,
3801,Inbound,2024-05-17,APAC,Commercial,Rejected,,No,
3802,Marketing Campaign,2024-11-28,EMEA,SMB,Working,Webinars,No,
3803,Marketing Campaign,2024-09-28,APAC,Commercial,Working,Paid Search (PPC/Google Ads),No,
3804,Marketing Campaign,2024-02-10,NA,Commercial,Rejected,Paid Social Ads,No,
3805,Inbound,2024-04-07,EMEA,Enterprise,Rejected,,No,
3806,Marketing Campaign,2024-07-01,EMEA,Commercial,Working,Whitepaper Downloads,No,
3807,Outbound,2024-05-07,NA,Commercial,New,,No,
3808,Inbound,2024-08-16,NA,SMB,Rejected,,No,
3809,Inbound,2024-11-12,NA,Enterprise,Working,,No,
3810,Inbound,2024-03-26,EMEA,Enterprise,Working,,No,
3811,Partner,2024-09-12,NA,Commercial,Working,,No,
3812,Outbound,2024-07-27,APAC,Commercial,Working,,No,
3813,Inbound,2024-08-02,EMEA,Commercial,Converted,,Yes,21.0
3814,Partner,2024-04-09,NA,SMB,Working,,No,
3815,Inbound,2024-02-18,EMEA,Commercial,Converted,,Yes,54.0
3816,Outbound,2024-07-19,NA,Commercial,Converted,,Yes,27.0
3817,Outbound,2024-09-14,NA,SMB,Converted,,Yes,22.0
3818,Marketing Campaign,2024-06-26,EMEA,Enterprise,Converted,Whitepaper Downloads,Yes,41.0
3819,Marketing Campaign,2024-09-01,EMEA,SMB,Converted,Sponsored Content,Yes,31.0
3820,Outbound,2024-05-02,EMEA,Commercial,New,,No,
3821,Outbound,2024-12-07,NA,Commercial,New,,No,
3822,Outbound,2024-06-19,NA,SMB,Converted,,Yes,29.0
3823,Marketing Campaign,2024-11-28,APAC,Enterprise,Working,Webinars,No,
3824,Inbound,2024-05-15,NA,SMB,New,,No,
3825,Inbound,2024-02-28,EMEA,Commercial,New,,No,
3826,Inbound,2024-07-11,APAC,SMB,New,,No,
3827,Outbound,2024-09-24,NA,SMB,Converted,,Yes,9.0
3828,Outbound,2024-09-16,NA,SMB,Converted,,Yes,23.0
3829,Marketing Campaign,2024-04-04,EMEA,SMB,New,In-Person Events,No,
3830,Inbound,2024-05-04,EMEA,SMB,Converted,,Yes,31.0
3831,Outbound,2024-02-10,APAC,Commercial,New,,No,
3832,Marketing Campaign,2024-09-10,NA,Commercial,Converted,Paid Search (PPC/Google Ads),Yes,17.0
3833,Marketing Campaign,2024-01-07,EMEA,Enterprise,Working,Whitepaper Downloads,No,
3834,Outbound,2024-08-03,NA,Enterprise,Converted,,Yes,58.0
3835,Outbound,2024-03-09,APAC,SMB,New,,No,
3836,Inbound,2024-03-09,EMEA,Enterprise,New,,No,
3837,Marketing Campaign,2024-03-21,NA,Enterprise,Converted,Webinars,Yes,11.0
3838,Inbound,2024-01-30,APAC,SMB,New,,No,
3839,Marketing Campaign,2024-03-13,EMEA,Enterprise,Rejected,Sponsored Content,No,
3840,Partner,2024-09-18,NA,Enterprise,Working,,No,
3841,Outbound,2024-03-29,NA,Commercial,Working,,No,
3842,Inbound,2024-07-26,NA,Commercial,Working,,No,
3843,Outbound,2024-07-31,EMEA,SMB,New,,No,
3844,Outbound,2024-11-17,EMEA,Commercial,Working,,No,
3845,Inbound,2024-09-22,NA,Commercial,Rejected,,No,
3846,Partner,2024-10-19,EMEA,SMB,New,,No,
3847,Marketing Campaign,2024-07-25,NA,Commercial,Converted,Webinars,Yes,30.0
3848,Outbound,2024-11-28,EMEA,SMB,Working,,No,
3849,Partner,2024-03-17,EMEA,SMB,Working,,No,
3850,Inbound,2024-10-14,APAC,Commercial,New,,No,
3851,Outbound,2024-02-16,NA,Commercial,Working,,No,
3852,Inbound,2024-04-19,APAC,Enterprise,Rejected,,No,
3853,Partner,2024-07-18,EMEA,SMB,New,,No,
3854,Marketing Campaign,2024-07-28,NA,Enterprise,Working,In-Person Events,No,
3855,Partner,2024-06-02,EMEA,Commercial,Working,,No,
3856,Inbound,2024-01-10,NA,SMB,Working,,No,
3857,Outbound,2024-12-18,NA,Commercial,Working,,No,
3858,Outbound,2024-06-05,EMEA,Enterprise,Working,,No,
3859,Outbound,2024-09-17,APAC,SMB,New,,No,
3860,Marketing Campaign,2024-03-17,EMEA,Enterprise,Rejected,Trade Shows/Exhibitions,No,
3861,Marketing Campaign,2024-09-13,NA,SMB,Converted,Webinars,Yes,18.0
3862,Partner,2024-05-10,APAC,SMB,New,,No,
3863,Outbound,2024-03-07,APAC,Enterprise,Working,,No,
3864,Inbound,2024-08-15,APAC,Strategic,Converted,,Yes,31.0
3865,Inbound,2024-06-11,EMEA,Enterprise,Rejected,,No,
3866,Outbound,2024-01-15,EMEA,Strategic,Rejected,,No,
3867,Outbound,2024-08-19,EMEA,Enterprise,Converted,,Yes,12.0
3868,Partner,2024-07-13,NA,Enterprise,New,,No,
3869,Partner,2024-12-14,NA,Enterprise,Rejected,,No,
3870,Inbound,2024-01-30,EMEA,Enterprise,Converted,,Yes,35.0
3871,Outbound,2024-12-24,NA,SMB,New,,No,
3872,Inbound,2024-12-03,EMEA,SMB,New,,No,
3873,Inbound,2024-11-26,EMEA,SMB,Working,,No,
3874,Marketing Campaign,2024-11-11,NA,Enterprise,Working,In-Person Events,No,
3875,Inbound,2024-10-22,NA,Commercial,New,,No,
3876,Outbound,2024-11-25,APAC,SMB,New,,No,
3877,Inbound,2024-08-07,EMEA,Commercial,New,,No,
3878,Marketing Campaign,2024-05-26,NA,SMB,Working,Webinars,No,
3879,Outbound,2024-09-15,EMEA,SMB,New,,No,
3880,Inbound,2024-10-18,EMEA,Enterprise,Converted,,Yes,39.0
3881,Outbound,2024-10-25,NA,SMB,New,,No,
3882,Partner,2024-05-22,APAC,SMB,Rejected,,No,
3883,Marketing Campaign,2024-08-22,EMEA,SMB,Converted,Trade Shows/Exhibitions,Yes,31.0
3884,Inbound,2024-04-24,EMEA,Enterprise,Rejected,,No,
3885,Marketing Campaign,2024-12-30,NA,Enterprise,Converted,In-Person Events,Yes,8.0
3886,Marketing Campaign,2024-03-30,EMEA,Commercial,New,Webinars,No,
3887,Marketing Campaign,2024-07-26,APAC,Enterprise,Working,Webinars,No,
3888,Partner,2024-06-12,NA,Enterprise,New,,No,
3889,Partner,2024-03-24,EMEA,SMB,Rejected,,No,
3890,Outbound,2024-03-17,NA,SMB,New,,No,
3891,Marketing Campaign,2024-06-09,NA,Commercial,Working,In-Person Events,No,
3892,Outbound,2024-01-05,EMEA,Enterprise,Converted,,Yes,46.0
3893,Partner,2024-03-18,NA,Strategic,Rejected,,No,
3894,Outbound,2024-03-31,EMEA,Enterprise,Converted,,Yes,8.0
3895,Partner,2024-03-27,NA,SMB,Working,,No,
3896,Marketing Campaign,2024-09-26,EMEA,Strategic,Working,In-Person Events,No,
3897,Inbound,2024-04-13,APAC,SMB,Working,,No,
3898,Marketing Campaign,2024-12-04,EMEA,Strategic,New,In-Person Events,No,
3899,Outbound,2024-06-23,EMEA,SMB,Converted,,Yes,22.0
3900,Marketing Campaign,2024-02-23,APAC,Enterprise,Working,In-Person Events,No,
3901,Outbound,2024-07-29,EMEA,Enterprise,New,,No,
3902,Outbound,2024-04-04,EMEA,Commercial,Rejected,,No,
3903,Marketing Campaign,2024-08-10,EMEA,Enterprise,Working,Paid Social Ads,No,
3904,Inbound,2024-01-09,EMEA,SMB,Converted,,Yes,27.0
3905,Marketing Campaign,2024-02-22,APAC,Enterprise,Converted,Webinars,Yes,36.0
3906,Outbound,2024-03-17,NA,SMB,Converted,,Yes,16.0
3907,Outbound,2024-07-24,EMEA,Commercial,New,,No,
3908,Inbound,2024-11-11,NA,Commercial,New,,No,
3909,Outbound,2024-10-28,NA,Strategic,Converted,,Yes,56.0
3910,Inbound,2024-11-05,APAC,Enterprise,Converted,,Yes,24.0
3911,Inbound,2024-11-25,EMEA,SMB,Working,,No,
3912,Inbound,2024-04-21,NA,SMB,Working,,No,
3913,Inbound,2024-12-16,NA,Enterprise,New,,No,
3914,Marketing Campaign,2024-06-13,NA,Commercial,Rejected,In-Person Events,No,
3915,Marketing Campaign,2024-10-05,NA,Commercial,New,In-Person Events,No,
3916,Outbound,2024-01-27,EMEA,SMB,New,,No,
3917,Partner,2024-03-10,NA,SMB,Working,,No,
3918,Inbound,2024-08-05,NA,Commercial,New,,No,
3919,Partner,2024-12-30,APAC,SMB,Rejected,,No,
3920,Marketing Campaign,2024-07-07,EMEA,Enterprise,New,Webinars,No,
3921,Marketing Campaign,2024-11-28,NA,SMB,New,Whitepaper Downloads,No,
3922,Outbound,2024-11-01,APAC,SMB,Working,,No,
3923,Marketing Campaign,2024-05-03,NA,SMB,Working,Webinars,No,
3924,Inbound,2024-01-19,APAC,SMB,New,,No,
3925,Marketing Campaign,2024-09-13,APAC,Commercial,Working,In-Person Events,No,
3926,Inbound,2024-10-22,EMEA,Strategic,Working,,No,
3927,Partner,2024-01-22,NA,Commercial,Converted,,Yes,51.0
3928,Partner,2024-02-09,EMEA,SMB,New,,No,
3929,Partner,2024-02-07,NA,Enterprise,Rejected,,No,
3930,Inbound,2024-02-17,EMEA,Strategic,Working,,No,
3931,Marketing Campaign,2024-07-01,NA,SMB,New,Webinars,No,
3932,Inbound,2024-03-15,NA,SMB,New,,No,
3933,Partner,2024-07-27,NA,Enterprise,Working,,No,
3934,Inbound,2024-07-01,EMEA,SMB,New,,No,
3935,Inbound,2024-04-16,APAC,SMB,New,,No,
3936,Outbound,2024-07-06,EMEA,SMB,New,,No,
3937,Outbound,2024-09-20,EMEA,Enterprise,Working,,No,
3938,Inbound,2024-03-26,EMEA,Commercial,Working,,No,
3939,Inbound,2024-11-19,APAC,Enterprise,New,,No,
3940,Outbound,2024-11-26,APAC,Commercial,Working,,No,
3941,Marketing Campaign,2024-05-16,NA,Enterprise,Converted,Trade Shows/Exhibitions,Yes,49.0
3942,Marketing Campaign,2024-12-11,APAC,Commercial,New,In-Person Events,No,
3943,Inbound,2024-12-01,EMEA,Enterprise,Converted,,Yes,16.0
3944,Outbound,2024-04-04,APAC,Enterprise,Working,,No,
3945,Inbound,2024-11-21,EMEA,Enterprise,Rejected,,No,
3946,Inbound,2024-09-01,EMEA,Strategic,New,,No,
3947,Partner,2024-03-30,EMEA,Commercial,Rejected,,No,
3948,Partner,2024-02-28,NA,Commercial,Working,,No,
3949,Inbound,2024-01-28,NA,Commercial,Working,,No,
3950,Inbound,2024-03-12,EMEA,SMB,Working,,No,
3951,Inbound,2024-09-26,APAC,Strategic,New,,No,
3952,Marketing Campaign,2024-01-24,NA,Enterprise,Rejected,Sponsored Content,No,
3953,Marketing Campaign,2024-04-21,EMEA,Enterprise,Working,Webinars,No,
3954,Inbound,2024-10-26,NA,Strategic,New,,No,
3955,Inbound,2024-02-25,NA,Commercial,New,,No,
3956,Marketing Campaign,2024-08-10,APAC,Enterprise,New,In-Person Events,No,
3957,Marketing Campaign,2024-04-29,NA,Enterprise,Working,Sponsored Content,No,
3958,Outbound,2024-06-27,NA,Enterprise,Working,,No,
3959,Inbound,2024-10-14,EMEA,Strategic,Working,,No,
3960,Inbound,2024-10-07,NA,Enterprise,New,,No,
3961,Outbound,2024-07-07,APAC,Strategic,Working,,No,
3962,Outbound,2024-03-06,EMEA,Strategic,Working,,No,
3963,Inbound,2024-10-24,APAC,Commercial,New,,No,
3964,Outbound,2024-09-05,NA,Enterprise,New,,No,
3965,Inbound,2024-03-16,EMEA,Enterprise,New,,No,
3966,Marketing Campaign,2024-05-16,APAC,Commercial,Rejected,Whitepaper Downloads,No,
3967,Inbound,2024-06-12,NA,Commercial,Converted,,Yes,12.0
3968,Inbound,2024-08-20,EMEA,SMB,Rejected,,No,
3969,Outbound,2024-09-11,EMEA,Commercial,New,,No,
3970,Outbound,2024-10-20,EMEA,Strategic,Converted,,Yes,58.0
3971,Marketing Campaign,2024-06-18,APAC,Commercial,Working,Sponsored Content,No,
3972,Outbound,2024-11-12,NA,SMB,Working,,No,
3973,Inbound,2024-06-22,APAC,SMB,New,,No,
3974,Partner,2024-12-10,EMEA,Enterprise,Converted,,Yes,26.0
3975,Inbound,2024-01-18,EMEA,Enterprise,Rejected,,No,
3976,Marketing Campaign,2024-03-10,EMEA,Enterprise,New,Webinars,No,
3977,Outbound,2024-12-03,NA,Enterprise,New,,No,
3978,Outbound,2024-04-25,APAC,Commercial,Working,,No,
3979,Inbound,2024-03-20,NA,Commercial,Rejected,,No,
3980,Outbound,2024-01-15,EMEA,Commercial,Converted,,Yes,31.0
3981,Marketing Campaign,2024-06-24,APAC,Strategic,New,Trade Shows/Exhibitions,No,
3982,Marketing Campaign,2024-09-25,NA,Enterprise,Working,Webinars,No,
3983,Inbound,2024-04-28,EMEA,Commercial,New,,No,
3984,Inbound,2024-10-25,APAC,Enterprise,Converted,,Yes,45.0
3985,Marketing Campaign,2024-07-06,EMEA,Commercial,Converted,Whitepaper Downloads,Yes,56.0
3986,Marketing Campaign,2024-02-26,EMEA,Commercial,Working,Trade Shows/Exhibitions,No,
3987,Inbound,2024-07-17,EMEA,Strategic,New,,No,
3988,Outbound,2024-01-17,NA,Commercial,Rejected,,No,
3989,Inbound,2024-10-14,NA,Enterprise,Working,,No,
3990,Marketing Campaign,2024-02-24,EMEA,Commercial,Rejected,In-Person Events,No,
3991,Inbound,2024-09-25,EMEA,Enterprise,Working,,No,
3992,Inbound,2024-10-29,NA,Enterprise,Converted,,Yes,45.0
3993,Marketing Campaign,2024-03-27,APAC,SMB,Converted,Sponsored Content,Yes,21.0
3994,Inbound,2024-11-13,NA,Enterprise,New,,No,
3995,Outbound,2024-01-29,EMEA,Commercial,Rejected,,No,
3996,Outbound,2024-01-22,EMEA,SMB,New,,No,
3997,Inbound,2024-11-16,EMEA,Commercial,Converted,,Yes,36.0
3998,Outbound,2024-10-11,EMEA,Enterprise,Rejected,,No,
3999,Outbound,2024-02-17,NA,Strategic,New,,No,
4000,Inbound,2024-01-05,NA,Commercial,Working,,No,
4001,Outbound,2024-09-06,NA,SMB,Working,,No,
4002,Marketing Campaign,2024-06-11,NA,Commercial,Converted,Sponsored Content,Yes,37.0
4003,Marketing Campaign,2024-07-20,EMEA,Commercial,Converted,Webinars,Yes,35.0
4004,Inbound,2024-04-10,EMEA,Commercial,Working,,No,
4005,Inbound,2024-03-11,NA,Commercial,Converted,,Yes,59.0
4006,Inbound,2024-06-11,EMEA,Enterprise,New,,No,
4007,Outbound,2024-06-21,EMEA,Commercial,New,,No,
4008,Outbound,2024-05-20,EMEA,SMB,Working,,No,
4009,Partner,2024-05-17,EMEA,SMB,Working,,No,
4010,Inbound,2024-03-06,EMEA,Enterprise,New,,No,
4011,Inbound,2024-07-16,APAC,Commercial,Working,,No,
4012,Outbound,2024-11-23,APAC,SMB,New,,No,
4013,Partner,2024-08-15,EMEA,SMB,Converted,,Yes,10.0
4014,Inbound,2024-10-07,EMEA,Enterprise,New,,No,
4015,Partner,2024-06-20,NA,SMB,Working,,No,
4016,Inbound,2024-11-11,EMEA,Commercial,Working,,No,
4017,Marketing Campaign,2024-02-09,EMEA,Commercial,Rejected,Paid Search (PPC/Google Ads),No,
4018,Marketing Campaign,2024-01-07,EMEA,Commercial,Converted,Paid Social Ads,Yes,43.0
4019,Inbound,2024-06-22,EMEA,SMB,Converted,,Yes,13.0
4020,Inbound,2024-05-30,NA,Strategic,Rejected,,No,
4021,Outbound,2024-07-29,APAC,Strategic,Working,,No,
4022,Inbound,2024-10-28,EMEA,Enterprise,New,,No,
4023,Partner,2024-03-26,EMEA,Strategic,Converted,,Yes,46.0
4024,Marketing Campaign,2024-09-09,EMEA,Enterprise,Converted,In-Person Events,Yes,36.0
4025,Partner,2024-01-21,EMEA,Enterprise,Working,,No,
4026,Marketing Campaign,2024-09-13,APAC,Commercial,Converted,Paid Search (PPC/Google Ads),Yes,40.0
4027,Outbound,2024-02-02,NA,Commercial,Converted,,Yes,20.0
4028,Inbound,2024-09-16,NA,SMB,Rejected,,No,
4029,Partner,2024-08-21,NA,Commercial,Rejected,,No,
4030,Outbound,2024-01-03,APAC,Strategic,New,,No,
4031,Partner,2024-12-12,APAC,Enterprise,Working,,No,
4032,Inbound,2024-11-03,EMEA,Enterprise,New,,No,
4033,Inbound,2024-08-14,EMEA,Strategic,New,,No,
4034,Marketing Campaign,2024-10-10,NA,Enterprise,Converted,Webinars,Yes,16.0
4035,Inbound,2024-03-10,EMEA,SMB,New,,No,
4036,Marketing Campaign,2024-11-08,APAC,SMB,Working,Whitepaper Downloads,No,
4037,Marketing Campaign,2024-12-29,NA,Commercial,Working,Paid Social Ads,No,
4038,Marketing Campaign,2024-09-10,APAC,SMB,Converted,Trade Shows/Exhibitions,Yes,45.0
4039,Partner,2024-05-23,EMEA,Enterprise,New,,No,
4040,Outbound,2024-01-24,APAC,SMB,New,,No,
4041,Marketing Campaign,2024-08-21,EMEA,Enterprise,Working,Webinars,No,
4042,Inbound,2024-11-28,APAC,Commercial,New,,No,
4043,Outbound,2024-06-23,EMEA,Enterprise,Rejected,,No,
4044,Partner,2024-11-27,NA,Commercial,Converted,,Yes,7.0
4045,Outbound,2024-11-20,NA,SMB,Working,,No,
4046,Outbound,2024-12-22,NA,Strategic,Converted,,Yes,31.0
4047,Inbound,2024-06-07,NA,SMB,New,,No,
4048,Outbound,2024-12-13,APAC,Commercial,Converted,,Yes,31.0
4049,Marketing Campaign,2024-12-13,NA,Strategic,New,Paid Search (PPC/Google Ads),No,
4050,Inbound,2024-10-12,NA,Commercial,Converted,,Yes,13.0
4051,Marketing Campaign,2024-01-18,EMEA,Commercial,Working,Webinars,No,
4052,Partner,2024-02-13,APAC,Commercial,New,,No,
4053,Marketing Campaign,2024-06-03,NA,Commercial,New,Webinars,No,
4054,Outbound,2024-12-20,NA,SMB,Working,,No,
4055,Marketing Campaign,2024-08-18,EMEA,Enterprise,Converted,Webinars,Yes,21.0
4056,Inbound,2024-11-11,NA,Commercial,New,,No,
4057,Marketing Campaign,2024-08-12,EMEA,SMB,Working,Paid Search (PPC/Google Ads),No,
4058,Inbound,2024-08-04,EMEA,Strategic,Converted,,Yes,50.0
4059,Marketing Campaign,2024-02-25,NA,SMB,Working,Paid Search (PPC/Google Ads),No,
4060,Marketing Campaign,2024-01-31,EMEA,Commercial,Converted,Webinars,Yes,9.0
4061,Inbound,2024-12-22,EMEA,SMB,New,,No,
4062,Inbound,2024-02-28,NA,Commercial,Working,,No,
4063,Marketing Campaign,2024-12-18,EMEA,Commercial,Rejected,Paid Search (PPC/Google Ads),No,
4064,Inbound,2024-08-22,EMEA,Strategic,Working,,No,
4065,Marketing Campaign,2024-04-16,EMEA,Strategic,Working,Webinars,No,
4066,Inbound,2024-07-09,NA,SMB,Converted,,Yes,30.0
4067,Inbound,2024-01-18,NA,Enterprise,New,,No,
4068,Marketing Campaign,2024-08-13,NA,SMB,Converted,Email Nurture Campaigns,Yes,25.0
4069,Partner,2024-06-15,EMEA,Strategic,Rejected,,No,
4070,Marketing Campaign,2024-03-11,EMEA,Commercial,New,Trade Shows/Exhibitions,No,
4071,Inbound,2024-12-27,EMEA,Commercial,Converted,,Yes,5.0
4072,Partner,2024-02-23,NA,SMB,New,,No,
4073,Outbound,2024-09-01,APAC,Commercial,Working,,No,
4074,Partner,2024-12-15,EMEA,Strategic,Converted,,Yes,5.0
4075,Partner,2024-03-16,EMEA,Commercial,Converted,,Yes,39.0
4076,Outbound,2024-02-04,EMEA,SMB,Converted,,Yes,13.0
4077,Outbound,2024-09-23,NA,SMB,Rejected,,No,
4078,Inbound,2024-11-12,NA,Commercial,Working,,No,
4079,Marketing Campaign,2024-10-26,NA,SMB,Working,In-Person Events,No,
4080,Inbound,2024-04-30,APAC,Commercial,New,,No,
4081,Partner,2024-11-19,NA,Commercial,New,,No,
4082,Inbound,2024-01-25,EMEA,Enterprise,Working,,No,
4083,Partner,2024-06-08,EMEA,Commercial,Converted,,Yes,27.0
4084,Partner,2024-03-24,NA,SMB,Working,,No,
4085,Inbound,2024-04-23,NA,Strategic,Converted,,Yes,42.0
4086,Inbound,2024-08-10,NA,Enterprise,Converted,,Yes,45.0
4087,Inbound,2024-06-14,NA,Commercial,New,,No,
4088,Partner,2024-07-09,NA,Enterprise,Working,,No,
4089,Marketing Campaign,2024-06-23,APAC,SMB,Working,In-Person Events,No,
4090,Inbound,2024-01-01,NA,Strategic,Working,,No,
4091,Partner,2024-08-16,NA,SMB,Converted,,Yes,8.0
4092,Inbound,2024-03-26,EMEA,SMB,Working,,No,
4093,Outbound,2024-03-02,NA,Commercial,Converted,,Yes,56.0
4094,Marketing Campaign,2024-11-15,APAC,Enterprise,Converted,In-Person Events,Yes,23.0
4095,Inbound,2024-07-24,EMEA,SMB,Working,,No,
4096,Outbound,2024-04-14,NA,SMB,Converted,,Yes,41.0
4097,Inbound,2024-11-13,NA,SMB,New,,No,
4098,Inbound,2024-10-17,EMEA,SMB,New,,No,
4099,Inbound,2024-09-06,NA,SMB,New,,No,
4100,Inbound,2024-01-13,EMEA,SMB,Working,,No,
4101,Partner,2024-06-11,APAC,Strategic,New,,No,
4102,Outbound,2024-02-12,APAC,Strategic,Rejected,,No,
4103,Outbound,2024-04-20,EMEA,Commercial,Working,,No,
4104,Inbound,2024-07-23,EMEA,Enterprise,Working,,No,
4105,Inbound,2024-09-12,NA,Commercial,New,,No,
4106,Partner,2024-11-02,EMEA,SMB,New,,No,
4107,Marketing Campaign,2024-05-23,EMEA,Enterprise,New,In-Person Events,No,
4108,Inbound,2024-05-25,NA,Enterprise,Working,,No,
4109,Marketing Campaign,2024-10-27,EMEA,Enterprise,Working,Whitepaper Downloads,No,
4110,Outbound,2024-06-12,EMEA,SMB,Working,,No,
4111,Outbound,2024-06-17,APAC,Commercial,Working,,No,
4112,Outbound,2024-10-24,APAC,Commercial,Converted,,Yes,9.0
4113,Inbound,2024-08-20,NA,Enterprise,New,,No,
4114,Inbound,2024-09-27,APAC,SMB,Converted,,Yes,32.0
4115,Partner,2024-02-29,EMEA,Commercial,Working,,No,
4116,Inbound,2024-10-22,EMEA,Enterprise,Working,,No,
4117,Marketing Campaign,2024-08-22,EMEA,SMB,New,Webinars,No,
4118,Outbound,2024-06-13,NA,Commercial,Working,,No,
4119,Inbound,2024-07-12,APAC,Commercial,New,,No,
4120,Partner,2024-08-21,NA,SMB,Rejected,,No,
4121,Inbound,2024-07-01,APAC,Enterprise,Working,,No,
4122,Outbound,2024-11-28,NA,SMB,Rejected,,No,
4123,Partner,2024-08-19,EMEA,Enterprise,Working,,No,
4124,Marketing Campaign,2024-12-26,NA,Enterprise,New,Email Nurture Campaigns,No,
4125,Marketing Campaign,2024-04-16,EMEA,SMB,Working,Sponsored Content,No,
4126,Partner,2024-08-10,EMEA,SMB,New,,No,
4127,Partner,2024-03-20,NA,Enterprise,Rejected,,No,
4128,Marketing Campaign,2024-08-21,NA,Enterprise,Converted,Sponsored Content,Yes,50.0
4129,Inbound,2024-07-02,NA,SMB,Converted,,Yes,46.0
4130,Inbound,2024-07-03,NA,SMB,Working,,No,
4131,Inbound,2024-05-13,EMEA,Commercial,Working,,No,
4132,Inbound,2024-08-07,NA,SMB,Rejected,,No,
4133,Partner,2024-10-14,NA,Enterprise,New,,No,
4134,Partner,2024-12-29,EMEA,Commercial,Converted,,Yes,59.0
4135,Outbound,2024-07-20,APAC,Enterprise,Working,,No,
4136,Inbound,2024-05-25,NA,Commercial,Rejected,,No,
4137,Partner,2024-11-19,NA,Enterprise,Converted,,Yes,52.0
4138,Inbound,2024-05-06,APAC,Commercial,Rejected,,No,
4139,Partner,2024-05-14,APAC,Commercial,Working,,No,
4140,Outbound,2024-04-23,APAC,Commercial,New,,No,
4141,Inbound,2024-09-20,EMEA,Enterprise,Working,,No,
4142,Inbound,2024-03-04,EMEA,Commercial,Converted,,Yes,27.0
4143,Inbound,2024-05-14,EMEA,SMB,Converted,,Yes,42.0
4144,Marketing Campaign,2024-02-10,EMEA,Commercial,New,Webinars,No,
4145,Marketing Campaign,2024-10-22,APAC,SMB,Working,Paid Search (PPC/Google Ads),No,
4146,Partner,2024-01-03,NA,Commercial,New,,No,
4147,Inbound,2024-07-12,EMEA,Commercial,Converted,,Yes,56.0
4148,Outbound,2024-04-19,EMEA,Commercial,New,,No,
4149,Partner,2024-08-08,EMEA,Strategic,Working,,No,
4150,Marketing Campaign,2024-01-04,NA,Enterprise,New,Sponsored Content,No,
4151,Inbound,2024-08-31,NA,Enterprise,New,,No,
4152,Inbound,2024-06-14,APAC,SMB,Rejected,,No,
4153,Partner,2024-01-26,APAC,Strategic,New,,No,
4154,Outbound,2024-01-17,EMEA,Strategic,New,,No,
4155,Inbound,2024-08-03,EMEA,Commercial,New,,No,
4156,Inbound,2024-04-01,EMEA,Commercial,Working,,No,
4157,Outbound,2024-01-31,EMEA,SMB,Working,,No,
4158,Marketing Campaign,2024-07-23,APAC,Commercial,New,Paid Search (PPC/Google Ads),No,
4159,Marketing Campaign,2024-07-25,NA,SMB,Working,Email Nurture Campaigns,No,
4160,Outbound,2024-04-16,NA,SMB,New,,No,
4161,Outbound,2024-05-25,NA,SMB,Converted,,Yes,27.0
4162,Inbound,2024-04-10,EMEA,Commercial,Converted,,Yes,50.0
4163,Outbound,2024-11-13,EMEA,Commercial,Rejected,,No,
4164,Outbound,2024-08-28,NA,SMB,Rejected,,No,
4165,Partner,2024-09-03,NA,Commercial,New,,No,
4166,Outbound,2024-06-11,EMEA,Commercial,New,,No,
4167,Inbound,2024-06-21,NA,Enterprise,Converted,,Yes,22.0
4168,Inbound,2024-02-04,APAC,Enterprise,New,,No,
4169,Inbound,2024-10-10,NA,Commercial,New,,No,
4170,Inbound,2024-12-24,NA,SMB,New,,No,
4171,Inbound,2024-12-23,NA,Enterprise,Working,,No,
4172,Marketing Campaign,2024-01-21,NA,Commercial,Working,In-Person Events,No,
4173,Outbound,2024-11-03,NA,Commercial,New,,No,
4174,Outbound,2024-06-11,APAC,Enterprise,New,,No,
4175,Marketing Campaign,2024-04-06,EMEA,Strategic,Converted,In-Person Events,Yes,33.0
4176,Marketing Campaign,2024-11-02,NA,SMB,New,Paid Social Ads,No,
4177,Outbound,2024-12-04,EMEA,Enterprise,Rejected,,No,
4178,Marketing Campaign,2024-02-24,EMEA,SMB,New,Paid Search (PPC/Google Ads),No,
4179,Inbound,2024-11-28,NA,Commercial,Working,,No,
4180,Inbound,2024-05-06,APAC,Strategic,Working,,No,
4181,Outbound,2024-07-11,EMEA,Commercial,New,,No,
4182,Partner,2024-08-30,EMEA,Enterprise,Working,,No,
4183,Partner,2024-12-14,EMEA,Commercial,Working,,No,
4184,Inbound,2024-03-28,NA,SMB,Converted,,Yes,32.0
4185,Inbound,2024-12-01,EMEA,Enterprise,Converted,,Yes,13.0
4186,Partner,2024-08-02,EMEA,SMB,New,,No,
4187,Inbound,2024-04-01,NA,Enterprise,New,,No,
4188,Outbound,2024-10-29,EMEA,Strategic,New,,No,
4189,Partner,2024-08-22,NA,Enterprise,New,,No,
4190,Partner,2024-07-02,NA,Strategic,Working,,No,
4191,Marketing Campaign,2024-02-07,EMEA,Commercial,Rejected,Trade Shows/Exhibitions,No,
4192,Marketing Campaign,2024-05-18,NA,Commercial,Working,Webinars,No,
4193,Outbound,2024-07-13,NA,Strategic,Converted,,Yes,43.0
4194,Partner,2024-01-15,NA,Strategic,Working,,No,
4195,Partner,2024-09-13,NA,SMB,Converted,,Yes,54.0
4196,Inbound,2024-05-14,EMEA,Enterprise,New,,No,
4197,Inbound,2024-01-01,APAC,Commercial,Converted,,Yes,14.0
